song,artist,lyrics
lucky, britney spears, this is a story about a girl named lucky  early morning she wakes up knock knock knock on the door it's time for makeup perfect smile it's you they're all waiting for  they go isn't she lovely this hollywood girl? and they say  she's so lucky she's a star but she cry cry cries in her lonely heart thinking if there's nothing missing in my life then why do these tears come at night?  lost in an image in a dream but there's no one there to wake her up and the world is spinning and she keeps on winning but tell me what happens when it stops?  they go isn't she lovely this hollywood girl? and they say  she's so lucky she's a star but she cry cry cries in her lonely heart thinking if there's nothing missing in my life then why do these tears come at night?  best actress and the winner is lucky! i'm roger johnson for pop news standing outside the arena waiting for lucky oh my god here she comes!  isn't she lovely this hollywood girl? she is so lucky but why does she cry? if there is nothing missing in her life why do tears come at night? and they say  she's so lucky she's a star but she cry cry cries in her lonely heart thinking if there's nothing missing in my life then why do these tears come at night? she's so lucky she's a star but she cry cry cries in her lonely heart thinking if there's nothing missing in my life then why do these tears come at night?
man on the moon, britney spears, dark mascara dripping down my face only fools could ever feel this way send my message into outer space wonder if it's gonna float your way i can't compete with the stars in the sky i'm invisible invisible i open the window to clear out my mind but it's difficult so difficult  houston i know there's a problem here must be a hole in the atmosphere baby i wanna be closer to love  patience darling wait for the night darkness comes and love comes alive i've been right here dreaming of you waiting for my man on the moon moon  last night i was in your arms so strong (it felt so good) one small step and baby you were gone now there's meaning in the saddest songs (i just wanna cry) all i do is cry and sing along (and cry and cry...)  drinking alone in my party dress would you come back if i looked my best? put on a smile and i say to myself (i said it again)  patience darling wait for the night darkness comes and love comes alive i've been right here dreaming of you waiting for my man on the moon moon moon moon  i can't compete with the stars in the sky i'm invisible invisible i open the window to clear up my mind but it's difficult (why is it so difficult?) so difficult château marouatte il m'amène au lieu du chevalier cet hivers cinq quatre trois deux un  patience darling wait for the night darkness comes and love comes alive i've been right here dreaming of you waiting for my man on the moon moon moon moon
gimme more, britney spears, it's britney bitch i see you and i just wanna dance with you  every time they turn the lights down just wanna go that extra mile for you your public display of affection feels like no one else in the room (but you)  we can get down like there's no one around we keep on rocking (we keep on rocking) we keep on rocking (we keep on rocking) cameras are flashing while we're dirty dancing they keep watching (they keep watching) feels like the crowd is saying  gimme gimme (more) gimme (more) gimme gimme (more) gimme gimme (more) gimme (more) gimme gimme (more) gimme gimme (more) gimme (more) gimme gimme (more) gimme gimme (more) gimme (more) gimme gimme (more)  the center of attention (do you feel this?) even when we're up against the wall you got me in a crazy position (yeah) if you're on a mission (uh-huh) you got my permission (oh)  we can get down like there's no one around we keep on rocking (we keep on rocking) we keep on rocking cameras are flashing while we're dirty dancing they keep watching (they keep watching) feels like the crowd is saying  gimme gimme (more) gimme (more) gimme gimme (more) gimme gimme (more) gimme (more) gimme gimme (more) gimme gimme (more) gimme (more) gimme gimme (more) gimme gimme (more) gimme (more) gimme gimme (more)  i just can't control myself ooh! they want more? well i'll give them more ow!  gimme gimme (more) gimme (more) gimme gimme (give me more) gimme gimme (more) gimme (more) gimme gimme (more) gimme gimme (more) gimme (more) gimme gimme (more) gimme gimme (more) gimme (more) gimme gimme (more) gimme more gimme more gimme more gimme more babe (oh-oh-oh-oh-oh-oh...) (oh-oh-oh-oh-oh-oh...) i just want more  gimme gimme gimme gimme gimme gimme gimme gimme gimme gimme (danja danja danja danja) gimme gimme gimme gimme gimme gimme gimme gimme gimme gimme  bet you didn't see this one coming the incredible lago (more more more) the legendary miss britney spears and the unstoppable danja ah you gonna have to remove me ‘cause i ain’t going nowhere (oh-oh-oh-oh-oh-oh...) more
criminal, britney spears, he is a hustler he's no good at all he is a loser he's a bum bum bum bum he lies he bluffs he's unreliable he is a sucker with a gun gun gun gun i know you told me i should stay away i know you said he's just a dog a stray and he is a bad boy with a tainted heart and even i know this ain't smart  but mama i'm in love with a criminal and this type of love isn't rational it's physical mama please don't cry i will be alright all reason aside i just can't deny love the guy  he is a villain by the devil's law he is a killer just for fun fun fun fun the man's a snitch and unpredictable he's got no conscience he got none none none none oh i know should've let go but no 'cause he's a bad boy with a tainted heart and even i know this ain't smart  but mama i'm in love with a criminal and this type of love isn't rational it's physical mama please don't cry i will be alright all reason aside i just can't deny love the guy  and he's got my name tattooed on his arm his lucky charm so i guess it's okay he's with me and i hear people talk (people talk) try to make remarks keep us apart but i don't even hear i don't care  'cause mama i'm in love with a criminal and this type of love isn't rational it's physical mama please don't cry i will be alright all reason aside i just can't deny love the guy  (oh i know-oh) mama i'm in love with a criminal (should've let go) and this type of love isn't rational (but no) it's physical (oh i know-oh) mama please don't cry i will be alright (should've let go) all reason aside (but no) i just can't deny love the guy
perfume, britney spears, do i imagine it or do i see your stare? is there still longing there? oh i hate myself and i feel crazy such a classic tale current girlfriend ex girlfriend i'm trying to be cool i'm being paranoid am i seeing things? am i just insecure?  i want to believe it's just you and me sometimes it feels like there's three of us in here baby  so i wait for you to call and i try to act natural have you been thinking 'bout her or about me? and while i wait i put on my perfume yeah i want it all over you i gotta mark my territory  i'll never tell tell on myself but i hope she smells my perfume i'll never tell tell on myself but i hope she smells my perfume i'll hide it well hope you can't tell but i hope she smells my perfume i'll hide it well hope you can't tell but i hope she smells my perfume  i wanna fill the room when she's in it with you please don't forget me do i imagine it or catch these moments? i know you got history but i'm your girlfriend now i'm your girlfriend trying to be cool i hope i'm paranoid that i'm just seeing things that i'm just insecure  i want to believe it's just you and me sometimes it feels like there's three of us in here baby  so i wait for you to call and i try to act natural have you been thinking 'bout her or about me? and while i wait i put on my perfume yeah i want it all over you i gotta mark my territory so i i wait for you to call and i try to act natural have you been thinking 'bout her or about me? and while i wait i put on my perfume yeah i want it all over you i gotta mark my territory  i'll never tell tell on myself but i hope she smells my perfume i'll never tell tell on myself but i hope she smells my perfume i'll hide it well hope you can't tell but i hope she smells my perfume i'll hide it well hope you can't tell but i hope she smells my perfume
liar, britney spears, tall tales such a damn shame hindsight i can see it all so plain kamikaze fire come down fire come down fire-fire come down left right nowhere to turn collecting the ash from the bridges you burned kamikaze fire come down fire come down fire-fire come down  (ah) it's too late for apologies (ah) nothing you can offer me now (ah) i'm looking at you on your knees (ah) and i'm all listened out  call call call but i'm never gonna come baby cry cry cry you ain't fooling anyone you know i know that you know i know that you're a liar a liar you can crawl crawl crawl you can beg and you can plead baby talk talk talk keep on lying through your teeth you know i know that you know i know that you're a liar a liar  i hear you all night talk in your sleep saying all kinda names but none of them me keeping secrets under your sheets under you sheets under-under your sheets you can cry wolf but you know i ain’t gon' be here tomorrow oh no i ain’t fuckin' wit ya dirty dirty-dirty laundry dirty laundry dirty-dirty laundry  (ah) it's too late for apologies (ah) nothing you can offer me now (ah) i'm looking at you on your knees (ah) and i'm all listened out  call call call but i'm never gonna come baby cry cry cry you ain't fooling anyone you know i know that you know i know that you're a liar a liar you can crawl crawl crawl you can beg and you can plead baby talk talk talk keep on lying through your teeth you know i know that you know i know that you're a liar a liar  so here we go wo-wo-wo-wo-wo-wo wo-wo-wo-wo-wo-wo so here we go wo-wo-wo-wo-wo-wo here we go (you're a liar liar)  you can call call call but i'm never gonna come baby cry cry cry you ain't fooling anyone you know i know that you know i know that you're a liar a liar you can crawl crawl crawl you can beg and you can plead baby talk talk talk keep on lying through your teeth you know i know that you know i know that you're a liar a liar  so here we go wo-wo-wo-wo-wo-wo wo-wo-wo-wo-wo-wo wo-wo-wo-wo-wo-wo you're a liar a liar
circus, britney spears, there's only two types of people in the world the ones that entertain and the ones that observe well baby i'm a put-on-a-show kind of girl don't like the backseat got to be first oh-oh i'm like the ringleader i call the shots (i call the shots) i'm like a firecracker i make it hot when i put on a show  i feel the adrenaline moving through my veins spotlight on me and i'm ready to break i'm like a performer the dance floor is my stage better be ready hope that you feel the same  all the eyes on me in the center of the ring just like a circus when i crack that whip everybody gonna trip just like a circus don't stand there watching me follow me show me what you can do everybody let go we can make a dance floor just like a circus  there's only two types of guys out there ones that can hang with me and ones that are scared so baby i hope that you came prepared i run a tight ship so beware i'm like a ringleader i call the shots (i call the shots) i'm like a firecracker i make it hot when i put on a show  i feel the adrenaline moving through my veins spotlight on me and i'm ready to break i'm like a performer the dance floor is my stage better be ready hope that you feel the same  all the eyes on me in the center of the ring just like a circus when i crack that whip everybody gonna trip just like a circus don't stand there watching me follow me show me what you can do everybody let go we can make a dance floor just like a circus  let's go let me see what you can do (circus circus) i'm running this (like a circus) (circus circus) yeah like a what? (like a circus)  all the eyes on me in the center of the ring just like a circus when i crack that whip everybody gonna trip just like a circus don't stand there watching me follow me show me what you can do everybody let go we can make a dance floor just like a circus all the eyes on me in the center of the ring just like a circus when i crack that whip everybody gonna trip just like a circus don't stand there watching me follow me show me what you can do everybody let go we can make a dance floor just like a circus
just luv me, britney spears, just luv me (just luv me) just luv me  i'm not gonna ask for a sip when i'm thirsty and you don't have to hold my hand when i'm hurting won't make you sober me up when i'm turning and you don't gotta say it i know that i'm worthy  you could ask me for a sorry and a calm before the storm ask for pieces of my body until all of it was yours  but i'm not gonna ask you for nothing just luv me just luv me i'ma keep it simple real simple just luv me just luv me i'm not gonna ask you for nothing just luv me just luv me i'ma keep it simple real simple just luv me just luv me just luv me  if you think that i'm saying it because i'm high maintenance like i'm trying to mask every problem that i'm facing well you're wrong cause i don't need nobody when i'm breaking all i need is your luv and a little bit of patience  you could ask me for a sorry and a calm before the storm ask for pieces of my body until all of it was yours  but i'm not gonna ask you for nothing just luv me just luv me i'ma keep it simple real simple just luv me just luv me i'm not gonna ask you for nothing just luv me just luv me i'ma keep it simple real simple just luv me just luv me just luv me i'm not gonna ask you for nothing just luv me i'm not gonna ask you for nothing just luv me  oh no i won't i promise i promise oh no i won't ask you for nothing oh no i won't i promise i promise i promise i promise  but i'm not gonna ask you for nothing just luv me just luv me i'ma keep it simple real simple just luv me just luv me i'm not gonna ask you for nothing just luv me just luv me i'ma keep it simple real simple just luv me just luv me just luv me  oh no i won't i promise i promise oh no i won't ask you for nothing oh no i won't i promise i promise i promise i promise i'm not gonna ask you for nothing just luv me (just luv me)
i'm a slave 4 u, britney spears, i know i may be young but i’ve got feelings too and i need to do what i feel like doing so let me go and just listen  all you people look at me like i’m a little girl well did you ever think it'd be okay for me to step into this world? always saying little girl don’t step into the club well i’m just tryna find out why 'cause dancing’s what i love  get it get it get it get it get it get it get it get it (do you like it?) get it get it get it get it (this feels good)  i know i may come off quiet i may come off shy but i feel like talking feel like dancing when i see this guy what’s practical is logical what the hell who cares? all i know is i’m so happy when you’re dancing there  i’m a slave for you i cannot hold it i cannot control it i’m a slave for you i won’t deny it i’m not tryna hide it  baby don’t you wanna dance up on me (i just wanna dance next to you) to another time and place? baby don’t you wanna dance up on me? (are you ready?) leaving behind my name and age (let's go) (like that) (you like it?) (yeah) (now watch me)  get it get it get it get it get it get it get it get it (do you like it?) get it get it get it get it (this feels good)  i really wanna dance tonight with you (i just can’t help myself) i really wanna do what you want me to (i just feel i let myself go) i really wanna dance tonight with you (wanna see you move) i really wanna do what you want me to (uh uh uh)  baby don’t you wanna dance up on me (i just wanna dance next to you) to another time and place? baby don’t you wanna dance up on me (are you ready?) leaving behind my name and age  i’m a slave for you i cannot hold it i cannot control it i’m a slave for you i won’t deny it i’m not tryna hide it  get it get it get it get it get it get it get it get it? get it get it get it get it get it get it get it get it get it get it get it get it get it get it get it get it  i’m a slave for you i cannot hold it i cannot control it i’m a slave for you i won’t deny it i’m not tryna hide it  like that
change your mind (no seas cortés), britney spears, (yeah) i know you're tryna be i know you're tryna be a gentleman a gentleman trying to impress tryna be the best specimen perfect specimen (yeah)  and don't get me wrong i appreciate ya and don't get me wrong i really do and don't get me wrong but i'm tired of waiting say you don't wanna cross the line but i'ma make you change your mind  no seas cortés i'ma make you change your mind no seas cortés you don't wanna cross the line but i'ma make you change your mind  you see it in my lips you feel it in my kiss i'm desperate so desperate i know you want it too 'cause the way you touch me you keep proving it you're proving it (yeah)  and don't get me wrong i appreciate ya and don't get me wrong i really do and don't get me wrong but i'm done with patience say you don't wanna cross the line but i'ma make you change your mind  no seas cortés i'ma make you change your mind no seas cortés you don't wanna cross the line i'ma make you change your mind  i can see it in your eyes that you wanna be polite that you wanna treat me right oh my (no seas cortés) i can see it in your eyes that you wanna be polite that you wanna treat me right oh my (no seas cortés)  yo sé que estás intentando ser educado yo sé que me quieres tratar bien pero no seas cortés (no seas cortés) yo sé que estás intentando ser educado yo sé que me quieres tratar bien pero no seas cortés say you don't wanna cross the line but i'ma make you change your mind  no seas cortés i'ma make you change your mind no seas cortés you don't wanna cross the line but i'ma make you change your mind no seas cortés i'ma make you change your mind (change your mind) no seas cortés you don't wanna cross the line but i'ma make you change your mind
invitation, britney spears, you evoke the feeling this feeling i've been dreaming of i'm ready to reveal it let inhibitions come undone  yes or no but no maybes not gonna beg so don't make me yes or no but no maybes  here's my invitation baby hope it sets us free to know each other better put your love all over me here's my invitation baby come feel my energy give emotions to each other put your love all over me put your love all over me put your love all over  i know it might seem crazy but i'ma put you in this blindfold i just need you to trust me oh that you see more with your eyes closed  yes or no but no maybes not gonna beg so don't make me yes or no but no maybes  here's my invitation baby hope it sets us free to know each other better put your love all over me here's my invitation baby come feel my energy give emotions to each other put your love all over me put your love all over me put your love all over  feel it now feeling something kinda thinking out loud feeling something kinda thinking right now right now but we could be right right now right now  here's my invitation baby hope it sets us free to know each other better put your love all over me here's my invitation baby come feel my energy give emotions to each other put your love all over me put your love all over me put your love all over
do you wanna come over?, britney spears, (uh huh) what?  say you feel alone that your day was the baddest tellin' me you can’t sleep because of your mattress do you wanna come over? (yeah) do you wanna come over? (yeah) let me rub your back you can set limitations honey if you want you can get out frustrations do you wanna come over? (just let me know) do you wanna come over? (yeah)  'cause nobody should be alone if they don't have to be nobody should be alone if they don't have to be nobody should be alone if they don’t have to be should be alone if they don't have to be so...  whatever you want (whatever you want) whatever you need (whatever you need) i do it (uh huh) i do it (uh huh) whatever you want (whatever you want) whatever you need (whatever you need) i do it (uh huh) i do it (uh huh) do you wanna come over?  i could get into that kissin' and touchin' or we could be good and do next to nothin’ do you wanna come over? (yeah) do you wanna come over? (yeah let me know) 'cause all i want is what you want and all you want is me yeah all you want is what i want and all i want is you (yeah)  'cause nobody should be alone if they don’t have to be nobody should be alone if they don't have to be nobody should be alone if they don’t have to be should be alone if they don't have to be so...  whatever you want (whatever you want) whatever you need (whatever you need) i do it (uh huh) i do it (uh huh) whatever you want (whatever you want) whatever you need (whatever you need) i do it (uh huh) i do it (uh huh) do you wanna come over? do you want to come over come over?  'cause all i want is what you i want and all you want is me yeah all you want is what i want and all i want is you just come over  whatever you want (whatever you want) whatever you need (whatever you need) i do it (uh huh) i do it (uh huh) whatever you want (whatever you want) whatever you need (whatever you need) i do it (uh huh) i do it (uh huh) do you wanna come over? do you want to come over? (uh huh) come over? uh huh do you want to come over? (uh huh) come over? (uh huh) do you wanna come over?
my prerogative, britney spears, people can take everything away from you but they can never take away your truth but the question is can you handle mine?  they say i'm crazy i really don't care that's my prerogative they say i'm nasty but i don't give a damn getting boys is how i live some ask me questions why am i so real? but they don't understand me i really don't know the deal about my sister trying hard to make it right not long ago before i won this fight  everybody's talking all this stuff about me why don't they just let me live? (tell me why) i don't need permission make my own decisions that's my prerogative that's my prerogative (it's my prerogative) it's the way that i wanna live (it's my prerogative) you can’t tell me what to do  don't get me wrong i'm really not souped ego trips is not my thing all these strange relationships really gets me down i see nothing wrong in spreading myself around  everybody's talking all this stuff about me why don't they just let me live? (tell me why) i don't need permission make my own decisions that's my prerogative that's my prerogative everybody's talking all this stuff about me why don't they just let me live? (tell me why) i don't need permission make my own decisions that's my prerogative that's my prerogative it's the way that i wanna live (it's my prerogative) you can’t tell me what to do  why can't i live my life without all of the things that people say?  everybody's talking all this stuff about me why don't they just let me live? (tell me why) i don't need permission make my own decisions that's my prerogative they say i'm crazy everybody's talking all this stuff about me why don't they just let me live? (tell me why) (they say i'm nasty) i don't need permission make my own decisions that's my prerogative (it's my prerogative)
til it's gone, britney spears, i'm blind from the tears that fall like rain so lost ever since you went away sometimes our lives forever change my heart's never gonna be the same  cause you came and you gave me a place place to lay all my pain why'd you take it away?  you never know what you got 'til it's gone you never know what you got 'til it's gone you never you never you never you never you never know what you got 'til it's  gone gone gone gone gone gone gone gone til it's gone gone gone gone you never know what you got 'til it's gone  i try every night to turn the page but daylight can't confine me to a cage in my mind the life we had replays now every where i turn i see your face  cause you came and you gave me a place place to lay all my pain why'd you take it away?  you never know what you got 'til it's gone you never know what you got 'til it's gone you never you never you never you never you never know what you got til it's  gone gone gone gone gone gone gone gone til it's gone gone gone gone you never know what you got 'til it's 'til it's gone gone gone gone gone gone gone gone til it's gone gone gone gone you never know what you got 'til it's gone  all the memories i'm saving so your love is never fading holding on my heart is breaking can't let go  you never know what you got 'til it's gone gone gone gone gone gone gone gone til it's gone gone gone gone you never know what you got 'til it's 'til it's gone gone gone gone gone gone gone gone til it's gone gone gone gone you never know what you got 'til it's 'til it's gone gone gone gone gone gone gone gone til it's gone gone gone gone you never know what you got 'til it's got 'til it's got 'til it's got 'til it's gone
if i'm dancing, britney spears, cinematic take it right back with a bottle of perfume lotion where'd you come from talking like that? butterfly from the bottom of the ocean i can't stop this slow motion trip... run away with me no politics such a perfect notion your gravity has got me bowing in devotion you and me fit a magic trick...  if i'm dancing if i'm dancing if i'm dancing i know the music's good if we're dancing if we're dancing if we're dancing i know that we'll be good  one look at him and i see candy-coated heart shapes the jewels and furniture can go but baby he stays he plays sitar three notes so far... (that's stupid)  if i'm dancing if i'm dancing if i'm dancing i know the music's good (did you get that?) if we're dancing if we're dancing if we're dancing i know that we'll be good  my chakra's all been green and red but he wants blue and green instead... (let's just do it over) my chakra's all been green and red but he wants blue and green instead...  if i'm dancing if i'm dancing if i'm dancing i know the music's good if we're dancing if we're dancing if we're dancing i know that we'll be good
ooh la la, britney spears, you don't have to look like a movie star ooh i think you're good just the way you are tell me if you could would you up and run away with me? you don't have to roll like a millionaire baby i would go with you anywhere we don't need no gold we'll be shining anyway we'll see  you know can nobody get down like us we don't stop 'til we get enough c'mon turn it up 'til the speakers pop break it down show me what you've got  ooh my my baby don't be shy i see that spark flashing in your eye my heart beats fast 'cause i want it all so baby come with me and be my ooh la la take my hand we can go all night and spin me round just the way i like it feels so good i don't wanna stop so baby come with me and be my ooh la la  you don't have to wear no designer clothes just as long as we're dancing on the floor fingers in my hair and i'm letting go tonight so free  you know can nobody get down like us we don't stop 'till we get enough c'mon turn it up 'till the speakers pop break it down show me what you've got  ooh my my baby don't be shy i see that spark flashing in your eye my heart beats fast 'cause i want it all so baby come with me and be my ooh la la take my hand we can go all night and spin me round just the way i like it feels so good i don't wanna stop so baby come with me and be my ooh la la  be my ooh la la be my ooh la la be my ooh la la be my ooh la la be my ooh la la be my ooh la la be my ooh la la be my ooh la la be my ooh la la be my ooh la la be my ooh la la be my ooh la la be my ooh la la be my ooh la la be my ooh la la be my ooh la la ooh my my baby don't be shy i see that spark flashing in your eye  ooh my my baby don't be shy i see that spark flashing in your eye my heart beats fast 'cause i want it all so baby come with me and be my ooh la la take my hand we can go all night and spin me round just the way i like it feels so good i don't wanna stop so baby come with me and be my ooh la la
better, britney spears, let's undo all the distance from your guards down to your buttons and get lost in your existence whatchu whatchu whatchu wanna do? and if you wanna get real and if you wanna get honest and baby you know the deal whatchu wanna do?  gotta open up cause it feels much better when we open up for each other and i know oh oh oh oh oh oh when you know somebody oh oh oh oh oh oh and they know your body it's so much better  show me what's under your t-shirt and bare it like it's your first time you take it off like you've never like you've never been hurt  open up (open up) cause it feels much better (much better) when we open up (open up) for each other (for each other) and i know oh oh oh oh oh oh when you know somebody oh oh oh oh oh oh and they know your body it's so much better  so good so good so damn so good so damn so good so right so good (yeah) so good so good so damn so good so damn so good so right so good when you know somebody when you know somebody when you know somebody when you know somebody when you know  oh oh oh (oh-oh) oh oh oh (oh-oh) when you know somebody oh oh oh (oh-oh) oh oh oh (oh-oh) and they know your body oh oh oh (oh-oh) oh oh oh (oh-oh) when you know somebody oh oh oh (oh-oh) oh oh oh (oh-oh) and they know your body  oh get to know my body better and better better and better damn it's so much better
just like me, britney spears, got those heels on that you love the ones that drive you crazy exactly what you're dreaming of i'll give it to you baby 150 miles away singing out my lungs driving fast all through l.a warming up my tongue  heart's beating fast when i'm turning the key i see you on your back and i just can't believe  she looks just like me just like me no i just can't believe she looks just like me just like me just like me ooh  before i think i start to run but you can't even face me know exactly what you've done know exactly baby  pictures they flash and i can't even sleep i see you on your back and i just can't believe  she looks just like me just like me no i just can't believe she looks just like me just like me just like me ooh  she can she can she can have you she can she can she can have you she can she can she can have you she can she can she can  pictures they flash and i can't even sleep i see you on your back and i just can't believe  she looks just like me just like me no i just can't believe she looks just like me just like me just like me just like me
mood ring, britney spears, look in the mirror who do i see? who do i wanna be today? if you came for a show which role should i take? fading to grey so do we make a big mistake? true colors'll show baby just put me on display  think i've been here before i've turned some hearts into stone and i can't hide it no more  my love is a mood ring up and down emotions all these mood swings you know how to read the touch of my skin nothing on my body but this mood ring you change me yeah  i have no secrets 'cause there’s a version of me that i dunno how to hide when you're making me glow with your fingers against my thighs (glow)  think i've been here before i've turned some hearts into stone and i can't hide it no more  my love is a mood ring up and down emotions all these mood swings you know how to read the touch of my skin nothing on my body but this mood ring you change me yeah (nothing on my body but this mood ring this mood ring)  i'm in the palm of your hand my temperature is at your command by my demand and now i'm falling for you i turn to golden from blue and you do too ah  think i've been here before i've turned some hearts into stone and i can't hide it no more  my love is a mood ring up and down emotions all these mood swings you know how to read the touch of my skin nothing on my body but this mood ring you change me yeah
love me down, britney spears, you say we don't talk anymore but i'm thinking we talk too much whenever we speak we fight so come talk to me with your touch you're playing with fire and you like it a little bit dangerous  'round and 'round we go ‘til we fall like dominoes i know  my baby gon' love me down gon' love me down gon' love me down yeah my baby gon' love me down don't make a sound just love me down like my baby gon' love me down like my baby gon' love me down  la-la-la-love me la-la-la-love me la-la-la-love me down down la-la-la-love me la-la-la-love me la-la-la-love me down down la-la-la-love me la-la-la-love me la-la-la-love me down down la-la-la-love me la-la-la-love me la-la-la-love me  i see who you are with the lights out we're better just skin to skin i'm treating you real real nice now we'll finish and start again  'round and 'round we go 'til we fall like dominoes 'til we can't see straight no more i know i know (i know baby)  my baby gon' love me down gon' love me down gon' love me down yeah my baby gon' love me down don't make a sound just love me down like my baby gon' love me down like my baby gon' love me down  la-la-la-love me la-la-la-love me la-la-la-love me down down la-la-la-love me la-la-la-love me la-la-la-love me down down la-la-la-love me la-la-la-love me la-la-la-love me down down la-la-la-love me la-la-la-love me la-la-la-love me down (really low down)  said round and round we go 'til we fall like dominoes 'til we can't see straight no more  my baby gon' love me down gon' love me down gon' love me down yeah my baby gon' love me down don't make a sound just love me down like (love me down) my baby gon' love me down like (love me down) my baby gon' love me down (love me down)  la-la-la-love me la-la-la-love me la-la-la-love me down down la-la-la-love me la-la-la-love me la-la-la-love me down down la-la-la-love me la-la-la-love me la-la-la-love me down down la-la-la-love me la-la-la-love me la-la-la-love me down
tik tik boom, britney spears, you got sex siren in your face let me get up on it let me get up on it let me get up on it talk dirty to me babe every time i want it every time i want it every time i want it every time i want it  hush please no more games no more of the same thing been thinking maybe could he make me scream his name and give me the right aim boy can you tame these goodies?  baby make me tik tik tik tik tik tik boom tik tik tik tik tik tik baby make me tik tik tik tik tik tik boom not too slow not too quick baby make me tik tik boom tik tik tik tik tik tik boom tik tik tik tik tik tik baby make me tik tik tik tik tik tik boom not too slow not too quick baby make me tik tik boom  shut your mouth lock it up why you wanna flaunt it? why you wanna flaunt it? why you wanna flaunt it? your turn switch it up let me get up on it let me get up on it let me get up on it  hush please no more games no more of the same thing been thinking maybe could he make me scream his name and give me the right aim boy can you tame these goodies?  baby make me tik tik tik tik tik tik boom tik tik tik tik tik tik baby make me tik tik tik tik tik tik boom not too slow not too quick baby make me tik tik boom  turn it come here for a minute let me taste you baby light your fuel detonate you baby got my brain have you going insane my dynamite stick known to drive shit crazy baby i want you laying up in the bed with your feet up right there in my wife beater she like the way i eat her beat her beat her treat her like an animal somebody call peta put a little bit of this inside a margarita then put your thing have you running like a meter on a cab in the city where the girls are pretty find me in the club where the girls get busy with a flat stomach fat booty nice shaped titties my wrist so froze you could ice skate with it give it to you til you curl your toes get your ass out your clothes sit back and behold the explosion  baby make me tik tik tik tik tik tik boom tik tik tik tik tik tik baby make me tik tik tik tik tik tik boom not too slow not too quick baby make me tik tik boom tik tik tik tik tik tik boom tik tik tik tik tik tik baby make me tik tik tik tik tik tik boom not too slow not too quick baby make me tik tik boom
alien, britney spears, there was a time i was one of a kind lost in the world out of me myself and i was lonely then like an alien i tried but i never figured it out why i always felt like a stranger in a crowd oh that was then like an alien  but the stars in the sky look like home take me home and the light in your eyes lets me know i'm not alone not alone not alone not alone not alone not alone not alone not alone not alone not alone not alone not alone not alone  crossed through the universe to get where you are travelled the night riding on a shooting star was lonely then like an alien had to get used to the world i was on while yet still unsure if i knew where i belonged oh that was then like an alien  but the stars in the sky look like home take me home and the light in your eyes lets me know i'm not alone not alone not alone not alone not alone not alone not alone not alone not alone not alone not alone not alone not alone   but the stars in the sky look like home take me home and the light in your eyes lets me know i'm not alone not alone not alone not alone not alone not alone not alone not alone not alone not alone not alone not alone not alone (not alone not alone not alone) (not alone not alone not alone) (not alone not alone not alone) (not alone not alone not alone)
hold it against me, britney spears, hey over there please forgive me if i’m coming on too strong hate to stare but you’re winning and they’re playing my favorite song so come here a little closer wanna whisper in your ear make it clear a little question wanna know just how you feel  if i said my heart was beating loud if we could escape the crowd somehow if i said i want your body now would you hold it against me? 'cause you feel like paradise and i need a vacation tonight so if i said i want your body now would you hold it against me?  hey you might think that i’m crazy but you know i’m just your type i might be a little hazy but you just cannot deny there’s a spark in-between us when we’re dancing on the floor i want more wanna see it so i’m asking you tonight  if i said my heart was beating loud if we could escape the crowd somehow if i said i want your body now would you hold it against me? 'cause you feel like paradise and i need a vacation tonight so if i said i want your body now would you hold it against me?  if i said i want your body would you hold it against me?  give me something good don’t wanna wait i want it now drop it like a hood and show me how you work it out alright  if i said my heart was beating loud if i said i want your body now would you hold it against me?  if i said my heart was beating loud if we could escape the crowd somehow if i said i want your body now would you hold it against me? 'cause you feel like paradise and i need a vacation tonight so if i said i want your body now would you hold it against me?
